Text,IsHateSpeech
couple thing missed side argument firstly yes guy dead dead crime sceneof course didnt cover body secondly officer seems called incident based multiple source odd addition make excuse strong armed robberybut dont understand money weed need rob cigar regardless doesnt excuse getting shot street even ignore eyewitness account assume lying 6 shot blatantly excessive lastly admit rapping law mentioned rapped isnt law thing come close smoking marijuana course legal state getting fight teenager always,0
one part hard believe guy ran officer shot drug know would illicit type behavior pcp,0
crazy everyone like video actually watching video 38 min video 39 min long lol,0
update apologize fair report,0
honestly believe mike brown actually trying take cop gun cop sitting car would stupid think kid would charge someone pointing gun beast high high could mike go store everything else easilyepic fail sir make officer take toxicology test officer obviously scared going use weapon per intimidated mike size officer didnt know mike stolen anything told dispatcher knew nothing shooting area get fact straight please,1
dont care mike brown bullshit clearly understood youtube guy racist dumb point hold little water he full hate lies100,1
police car far away body officer realy good shot assaultedthis b wake believe deluded start vid pointing medium portrayed gentle giant go use similar tactic discredit mb ref pot making rap music guy making vid dad would leave town ever,0
focus happened officer confronted brown lead death nothing else matter focus,0
dear grindahz aka pot called kettle black spelling list week 1 1 whether 2 weather 3 4 5 theyre 6 way 7 weigh 8 ferguson 9 stupid 10 hypocrite stay tuned grammar lesson 1 punctuation lesson 1,0
one thug named brown rushed cop frown six bullet later met creator homies burn town,1
lmao read dude rap best part,0
stefi agree fact case grey however realize cop getting caught act unjustified violence daily base getting caught video writing narrative brutality thuggery public tolerate longer police brutality recording police dangerous necessary,0
watched zimmerman case video full shit smell hate seeping bringing rap music listens soundcloud nothing make charcter look foolish dangerous possible ever want respond fuck az wellyou go much effort destroy mike brown character bringing smoking habit nothing got shot tone perfectly chosen word use really make brown look like unstable look much detail u went trhu slay brown character,1
rememberthe lootingstealing black purely gain free goodsall name mike brownyea rightits excuse stealpure simplea good concise introspective steffansome folk live grievancethis follows perfectly white guilt segmentkeep em rollin,1
pant dont loot,0
call researcher plan examine fact yet mention bullshit rumour trayvon martin iced tea skittle fact speculation victim blaming actually stop trying pretend yo examining fact,1
bottom line michael brown drug addict criminal violent criminal anyone feel bad got killed unless youre criminal,1
want know shot back front pretty much tell story shot back none rest matter,0
hahahahaha molyneux reciting rap lyric intense,0
deadly force fine line im either side brutal there winning,0
michael brown much research see opinion man dangerous enough rob store without weapon dangerous criminal anything gentle giant proof show brown attacked wilson peace officer beginning race issue government medium created race issue attack constitutional right anything,0
thinking getting bunch fact lean made skittle iced tea wilson know robbery video bunch poppy cock thank wasting time,1
take medical cannabis guy liked couple face book fighting page doesnt mean necessarily aggressive,0
lol trayvons online name nolimitnigga people got mad piece human trash like got shot,1
oh brown armedtwo big muscular arm,0
time reported mr brown approached officer officer engaged young men mr brown ran away officer reported fired flight inconsistent would turned confront cop already hit one bullet might like black folk listen spin video given weight eye witness report video discredit dead young man,0
nicely done,0
mr stefan molyneux mr wilson drive multifple story therefore deserve fair trial wilson law enforcer firm happened would good wilson speaks id truly respect officer hed talk public seems he hiding,0
people saying cop justified here new video witness saying mr brown hand httpwwwcnncom20140910usfergusonmichaelbrownshootingwitnesses,0
big problem case isnt much shooting michael brown militarized police response primarily peaceful protester police suppression medium coverage,0
yea fuck store clerk dare try job,1
info put mike brownwhy nobody bringing fact darrin wilson tested positive illegalmood alteringnon prescription steroid post shooting toxicology test one also wonder info given grand jury doubtful,0
great vid,0
real question need asked would mike brown rush cop already drawn weapon already shot way answer show true color think black male would disregard life kill cop escalate punishment probation petty theft death penalty killing cop utterly absurd truly believe someone going start college next week would sorry racist,0
18yearold another useless negro could barely pas innercity high school im glad shot dead street like dog﻿,1
moving thought,0
police concentrate investigation people called misbehaving hope investigation get cancelled behave let police work everyone say guy committed suicide cop attacking police first place clear dont disrespect police way,1
1225 lmfao,0
youre man stefan,0
100 agree people arm need find information rioting thinking getting high drug robbing store carelessly walking middle street screaming cop attacking reaching gun unarmed mention size either people gullible find funny race racist black racist white every single time someone racist black person everyone throw hand get pissed white people racist person dont want sit everyone belief white people racist people happened past make sick think grow generation,0
true police originally said robbery nothing stop claiming noticed cigar,0
thank yet another sobering analysis stefan amount bias deception left mainstream medium insane,0
stefan molyneux please explain inquiry handling subsequent unrest circular language game pretty simple straightforward question seem avoiding unnecessarily hostile manner justification heavyhanded militaristic response looting would official handling situation decide initially block access area medium family member life area attest unprofessionalism hostility law enforcement handling early im incorrect info please direct toward fact regarding still understand went straight attacking respect logicwhen youre willing share thank advance hopefully wont continue insult whatever reason chose,0
race much news article got national medium attention last week httpwwwwndcom201408blackcopkillswhitemanmediahiderace,0
doesnt look like gentle giant video robbing stealing look like another disgusting thieving thug,1
omg stefan rap hysterical anyway good news guess know whatshisname douche deserved die premptive strike made officer darren wilson huzzah another trash taken street probably cure disease rather treat symptom though disease ignorance selfentitlement community lower class getting poverty isnt easy starting point isnt easy still feasible right amount drive,1
god look raw footage shocking ferguson riot watch see guy god hd,0
stefan molyneux hate black much actually surprised bloody british people conquered u absolutely nothing freedom gain decade go hate u werent pale one would wonder mother black woman,1
educated dumb assss rap rap real people like dispise,1
seriously youtube go fuck find comment android phone want reply course cant scroll copy paste posting comment android device fucking almost 2015 technology isnt able handle mountainous task hop computer try looking goddamned comment course comment system youtube beyond fucked searching comment completely impossible hour later still cant find fucking thing search string read click every single stupid fucking comment expand search piece comment want find phrase remember thats click every fucking view xxx comment expand miracle christ alfuckingmighty actually found piece shit comment moron wouldnt even matter replied he thickskulled inbred troglodytic fucknut anyway itd automatically scroll 200 page comment right clicked reply couldnt copy paste quote etc without scroll hour god forfuckingbid reply box right underneath actual comment replying,1
stefan excellentyou obviously better understanding event surrounding unfortunate event presidenti call unfortunate officer wilson life destroyed job fear police hesitate finding rapidly growing situation thank indepth honest dissertation tom kelver seek help go back school get drug,1
gentle giant seems robbed store later assaulted armed police officer much school boy look hoping thug life come high price,1
bullshit stef police officer pepper spray stun gun number nonlethal method immediate disposal real question version event hold true gun first option officer went,1
better society greater good michael brown went rail got ushered college life athletic scholarship became brown killer like ohsimpson became olj found civilly liable yknow,1
video would interesting stefan taking clothes sexy case really hard understand would cop good record 3 year service shoot teenager hand witness friend lied started protest snowball effect ensued watch video store show brown aggressive hard believe evidence made huge error judgement fighting police officer,0
awnser 2415 question aim leg,0
people talking stupid subject dont care blue purple cousin killed drunk african driver left die go local news see rioting outside im sorry michael family truly everyone loos someone people get violent people post think people,0
dude commits 3 felony including assaulting police officer shot killed serious race riot distract fact cop job case closed justice served street day,0
difference color skin people still say,0
gentle gentl giant,0
httpwww youtube comwatchv6yfbbt6dvhg research didnt come across information white construction worker witnessed mike brown shot hand,0
stefan ever victim police discrimination game white supremacy deny involvement play victim black complainit never fails watch comment,1
well ya go young white man killed nonwhite say black cop medium outcry almost medium anything search httpwwwsltribcomsltribnews5831325578taylorpoliceofficerburbankhtmlcsp,0
fact prove thug,1
michael brown asian name would dindu nuffin wong,1
luv dem gangzta lyreks,0
good balanced unbiased videothis story sad smh,0
hey last week kansa city mo black man snuck retirement housing broke house beating 80 year old couple death went outside attempted hot wire antique car three neighbor came townhouses mr howell afro american took 12 gauge shot gun executed blowing head one armned known felon gotten previous murder charge could find young girl bodynow ok ol white peoplecaucasianswhere al sharpeton jesse jackson,1
thank stefan,0
told people facebook hold judgment till fact like waiting seeing fact part want believe mr brown gentle giant lot evidence,0
might well get next round riot w police officer cleared wrong,0
longer allegedly michael brown video confirmed family,0
well know truth today yet still hear hand dont shoot bullshit lie see beyonce yet still see moniker used reason lie shoot cop outright assassinate,1
love rap section,0
everyone know white people die cop black even though black get arrested double rate white less 1 arrest end shooting less 14 people killed police black courtesy fbi statistic maybe worry black commit much crime yet numbered 5 1 general population oh ten year ago crime rate employment rate black better,0
1228 someone please turn autotune rap song stefan molyneux please,0
guy monster got deserved color didnt matter anyone attack guy gun gon na get shothe stupid illegal act tried hurting someone got blasted give cop raise,1
molyneux tête de noeud,0
moly loooooooooooooooooooooooves cop witness also clueless riot also decade police violence repression areaalso ignorant effect marijuana,0
1879 people disliked video problem man said nothing wrong change happen change good thing still numbered,0
state cop cop shooting state problem right anarchocapitalists like steffan agree nonsense,0
racist piece shit reach anything justify murder extremely shameful slant fact order justify racist biased view,1
dear mr stephen molyneux 40 minute bit long 100 right respond fact btw voted thumb number 5729 even blink tried thumb must say thing happened fair thank homework hard work obviously spent lot time present case u nice obviously care much country best,0
please followup video u get enough new information thx time great work always,0
people country going learn isnt police enemy mediathey one lighting called fire stirring pot,0
always mr molyneux excellent video,0
stop advertising swisher sweet lol ur racist point blank,1
man intelligence average black man cant comprehend like dog trying figure man make house,1
loved trayvon martin video love one wish could deliver cable news maybe people would get truth,0
robbery video leaf one question answer put something clerk counter entered store money watch carefully something hand entered plus pulled something pocket money put counter surveillance audio ability conversation clerk window well im saying﻿ video posted longer depth clerk exchange window dont know said dont know money sufficient item etc,0
hope next video entitled truth ferguson police department ferguson riot thanks usual quality research two issue match gasoline riot control otherwise peaceful protestors homeowner refusing go inside member press clear symptom something normal small town police sanford police similar protest incuding looting resisted escalation,0
here another fine ferguson officer man really got cream crop town lol httpthefreethoughtprojectcomfergusoncopchokedhogtied12yearoldaccusedassault,0
fate another neglected child would interesting know family background always keep mind child emulate social behaviour,0
good commentary perceptive fair,0
whether youre right wrong michael brown case nothing left wing policy please stop conflating issue,0
robbing store big man play fire get burnt police job,0
link poor little tryvon martin little mr brown yeah thug tired beat white person ground got shot effordsend story,1
fascinating hear actual fact especially compared twisted nonsense coming main medium outlet,0
michale brown got asking black protestors racist white whats happening,1
white guy really concerned plight black community doubt spend time hanging around black guy community see world reacts react world time either secondly think anyone even hoped drug charge feeling gunshot first fleeing shooter kind fantasy live must think black shit anything survival mechanism world would police officer right thing give u comfort life want believe cop story another story cop get start cop harassment type antic cop kid give 18 year old fat fuck think whip everybodys as sas hit kid door dumb as kid instead passing getting officer fired paid dollar injury push door back officer grab neck scuffle incurs kid fire punch grill black guy hit pretty hard see boxing cop see red open fire kid run 15 foot far as get body reminds fat as sprinter maybe shot starting set want negotiate cop executes lawful maybe story make sense,1
think chief problem molyneux great ideal solid worthwhile goal hope share society cant seem embrace ethical greyness human being frustrates nothing approach morality dont believe worth listening political strategist requires recognizing conditionalnature human psychology constructing systemic guide help incentivize positive culture good philosophy crappy political theory,0
sad looked like nice young man,0
believe photo gentle giant accomplice giving gang sign even brown raise hand surrender maybe realized hed blown could get trouble officer wilson adrenaline running high reacted officer dont hesitate theyd lose life lord know there thing thug go college look angelic professional athlete keep getting arrested crap fed im disgusted,1
cant tell racist cop dumb guy messing cop hate make michael brown seem like holy man make right kill confusing,0
thank stefan molyneux sharing logical rational evaluation occurrence incident,0
apparently stefan never read whats matter kansa,0
jerk made b story skittle arizona ice tea component lean actual promethazine pharmaceutical drug easy get street level guy quake antebellum period dreamer negro live beneath need realize really much better statistic would say white well fair white committ violent crime anyone pls come white savior b,0
thank stefan well put,0
da fuck gay as bald white frenchy nigga gon na set hisself dang judge whole criminal conspiracy micheal brown mothafuckin hand air son u smart u know nigga hand mothafuckin air thats sign showin innocent tha crime sorry cussin shit internationally recognized indication innocence part perpetrator yall nigga medium plain old fashioned example murder first degree part mr officer darren wilson takin life nigga college student nigga kent state protestin get ass shot historic event michael brown shot dead street takin part ferguson protest yall medium mothafuckas try explain away,1
didnt interview constitution worker caught tape saying u shot hand,0
going pay store owner cigar big gigantic mike stole,0
ireland v england riot 1995 hq,0
thank right onblack people going vote 100 democrat yearthats race baiting aboutdemocrats rallying basesmh,0
wow common sense 20014 refreshing great job stefan molyneux,0
focus roll blunt mj cause happens much like non criminal type criminal type also smoke pot pot absolutely nothing fact walking driving important bring pot relative intel yes criminal tendency smoke pot criminal also tend smoke cigarette drink,0
best opinion yet definitely would used deadly force someone charging assaulting prior carry gun everywhere go cause world getting crazy thanks im sharing everyone know,0
wonder would twist slaverythe truth 400 year slavery one sided bet fox news pay record,0
wtf,0
comment nothing topic videobut someone please set stefans rapping actual beat would epic,0
far base cant even call propaganda b,1
look like brown suicide cop thing,1
518 urban youth couldnt handle truth presented video,0
yet another reason police need wear av recording device time people well really help ensure truth maintained time imagine officer pov camera would show situation,0
police officer wearing camera lapel issue would open shut case,0
stefan molyneux give rounded view simply wanted use old tired ploy discrediting michael brown sane person would believe officer wilson perfect angelic white man person exists privy questionable characteristic cop rest assure human nature spite brown smoking weed stealing blunts even rapping bitch gun etc justify someone unarmed shot many time desensitized culture hip hop white people also monetarily benefited,0
saying 13 minute could easily rap call duty white kid play btw pretty sure eminem sum white lyric go racism,0
dude someone please tell dude listen violent music like gangsta rap deathmetal doesnt mean like fighting killing lol,0
denny brained also fire extinguisher,0
cant believe reciting music listened cop using excessive force cop become judge jury executioner society screwed issue cop get trained escalation force use non lethal mean apprehend civilian suspect,0
let news,0
act like gentleman youll treated like gentleman someone act like gentleman,0
there much good data wish presented without speculation marijuana blunts emphasis rap lyric youtube video know friend couldnt ever hurt anyone guilty saw video saw take cigar shove guy way there reason try bring culturally normative thing admittedly ridiculous indicate actual violence including rap lyric often complete bull youve otherwise done amazing job collecting wide range fact putting together generally great presentation thank 99 greatly appreciate fear much good material dismissed due emphasis item admit really dont mean anything,0
people cell phone crowd recording encounter claiming saw nobody medium independent researcher witness video footage encounter brown officer shot,0
cant wait jesus come back could take care b im getting sick tired racist white people racist black people damn get along black man love white people black people away hate heart try loving hate gon na take u hell need come together god child kkk black power u,0
man officer got lucky video life still ruined juror wouldnt convict black way,0
till started advocating 2 parent family black community totally lost,0
really sad story someone killed reason racial war increase devil must seen officer victim guy caused action let pray soul,0
music reference sex drug stealing murder etc ya pretty much rap music like,0
good job determining occurred brown killed however occurred simple matter racism police abuse anything mentioned question everything pull back curtain see wizard illusion one life energy sacred turn tv peace love appreciation,0
dear mr stefan molyneux dont add video regarding michael brown ferguson pd horrible history lying corruption smart think make statement massive authoritarian corruption negative impact community serf people eventually get fed choice disregard law andor fight back cop merit charge mr brown indeed happened,0
pathetic pseudo philosophy vile little man,1
chief black lying,0
mr brown side oh dead,0
exactly right stefan crime bad decision creates poverty poor unattractive area criminal dont steal necessity get respect homies pathetic,1
brown piece shit world better without,1
stefan please ummm fact ya philosophize without em,0
black tired killed nothing didnt weapon shut as white devil white people evil,1
presented dont believe mike brown innocent believe acted arrogantly disrespectfully toward officer could led hate fact officer compared george zimmerman zimmerman jerk shouldve minding business trying wannabe cop officer right duty confront situation way zimmerman could easily walked away stayed phone dispatcher,0
make damn angry worthless thug got shot protest animal looting tearing shit neighborhood everyone think black community fucked fucked,1
kajieme powell shooting video disturbs many reason link video mentoned,0
man stef spitting fire hot enough make dylan jealous 1226 1334,0
criminal got shot great,1
magic hamster drank lot lean never heard anyone using skittle lean jolly rancher ideal candy use magic hamster doubt someone using skittle lean want point houston lean quoteunquote created magic hamster prefer use jolly rancher lean,0
watching video clear stefan seems buy argument favor white police officer dead black kid watched video posted see patter bias exist sure enough repeated patter argument tryvon martin soyou convince like minded different alex jones many white conservative pretend system affect white people minority black fair game stefan keep preaching one sided view gain many white admirer share view,0
black cop kill white kidblack kid kill white cop anyone riot protest engage national news race isnt mentioned either circumstance think ask question answer honestly real racist country,1
video pushing clerk around really made lose sympathy definitely tell guy likely dickbut hell need new tv might well riot go loot one honor,1
easy point negative black man point good point white man shit corny wan na taken seriously tell fact good bad party know couple lyric picture showing middle finger doest justify shot 6times medium say controlled look around internet store owner micheal brown alledgedly stole cigar said wasnt micheal brown video bogus think everything happened cop v black men recent year make sen black man start beating policeman run away policeman start firing micheal stop rush back police gun drawn already fired shot pure bullshit,1
let u look fact moving away shot fired 5 6 witness arm shot fire 4 witness dropping knee shot fired 3 witness audio recording 1012 shot two group video recording spontaneous utterance hand etc fighting officer officer others fighting weapon car officer others weapon discharged car officer others damage officer eye medical report released officer statement released police log incident radio report released forgot third review wound showed shot least twice witness yet support unofficial officerss version incident,0
dude lying azz racist cracka,1
couldnt help laughing started reciting rap lyric good,0
holy shit thought trayvon martin supporter imbecile michael brown clown must dope,1
guess suck 2 construction worker show prove entire video wrong,1
right finally sane opinion event black bastard soooooooooo ignorant running around yelling looting carrying like la riot old shit,1
video biased full shit,1
okay literal fuck skittle tea lean,1
people translating conversation funniest saddest shit everfunny theyre getting wrong sad people reaching every direction find hole get cop,0
autopsy showed number wound right arm making scenario shot hand raised lot less likely still trying claim let see innocent unarmed gentle giant minding business gunned cold blood jaywalking sadistic jackbooted racist thug police officer shot innocent youth back hand raised trying surrender keep forgetting b story still trying defend claim totally refuted fact regardless doesnt matter already decided cop guilty,1
would stop cost came black community created responsibility worry,0
shoot someone run lol,0
spin way want could thug police officer would know either way unless previous offense remembered weapon police trained shoot six time fact never truly know fact go sign petition police officer wear camera chest debate seems threatening,0
odd stefan say wait get fact judging cop rush judgement alleged scenario favor cop truth dont know truth mix side,0
advertising ignorance creates much crime opinion,0
think gentle giant would killed song rap talk bad,1
well seeing looting protesting would say would high exhibit poor decision making also impressed anyone going college college used pretty much extended childhood people go,0
tazers,0
obviously doesnt matter smoked marijuana family autopsy say shot back unbiased witness clearly state 3 time mb coming officer mention hand witness michael brown shooting repeat 3 time dude kept coming towards police,0
guy little biased thats sure maybe bring fact taser used could avoided forensics tell truly happened highly doubt mike brown needed shot six time calling back one said cop hero handle two kid especially acted aggressively say cop completely right racist stefan come crazy cop held higher standard first cop mistake calling backup second trying get door right kid lol doesnt remember training u get space handle situation better uncle cop told also taser first move mike charging even pursued block away waited back,0
public school terrible problem many kid attending public school bring sort issue classroom please dont build strawman characterization left many community need public financial support conservative economic policy devastated local economy welfare simply symptom cause,0
taken 40 minute deduce reasoned people within minute hearing story break thank anyway,0
michael brown home angel street devil altar boy death,0
understand committed robbery offense deserve die put jail end life trayvon martin going buy skittle doesnt deserve death either totally biased white would labelled troubled teenager peer pressured commit crime,0
picture cop injury wasnt ambulance injured officer,0
omg started rapping lost lmao,0
good one stefan,0
obviously take whoevers word whatever happened youre taking unpopular stance try hard justify stance contrary norm although ive loved many video longer watch take word law enforcement one day distrust government next day insincere stefan molyneux mw,0
obviously rapping isnt crime face indicative poor character aesop rock rap doesnt rap murdering people beating shit people fun rap stuff stuff speaks volume character want perceived world absolutely relevant,0
people know ground saying people ferguson saying blackwhite thing cop stepping boundary said protest daylight peaceful tailgate like cop come militarylike overreactive fwiw,0
spread word 20 year unarmed white guy shot black cop,0
one best breakdown seen yet need slow think act thing,0
watch video stef mention 2115 youll know truth fucking evidence need start 603 thats happened whole thing started car kid ran cop ran kid turned around charged cop cop freak fuck start shooting kid come coming cop eventually got hit head end,1
white weak,1
stephan thank video take available information account provides reasonable rational breakdown next video could please call truth police brutality militarization police united state thank steve,0
omgyou give whole story gave one side half,0
white race racist race,1
dont think somebody deserves die stole cigar fine he criminal put legal process humane kill american treat felon criminal like theyre dog moment commit minor crime like stealing cigarette smoking weed youre longer human dont right one rap made bad quality tone dont think matter lot people produce rap music considering biggest rapper always talk smoking weed bitch killing people surprise brown probably inspired crime brown stealing cigar thats tell white person went convenience store stole alcohol got shot even hour later police would justify police shooting,0
64 290 charge armed cop dangerous weapon,0
coming towards officer thing charging officer person 35 foot away eyewitness saying,0
stef youre stateless society discussion existence cop useless know cop protect state corporation take decision existence people two second waw,0
molyneux spread complete information complete garbage,1
time sequence event wrong 911 call made report robbery officer darren wilson dispatched crime scene even police chief said publicly,0
thank,0
white supremacy best,1
amazing info police officer given award couldnt find nothing else plus 4 witness support opposing view state friend officer wilson wife say repeatedly fact nothing hit piece michael brown long take tell truth 9 day still dont statement officer quick release dirt micheal brown smelling yet waiting see video caught incident dont take 9 plus day show written report unless filled lie truth dont change doesnt need preparation simply tell,0
michael brown would going college lived would county jail awaiting trial robbery assault police officer maybe even attempted murder,1
construction worker working area saw incident stated brown hand raised surrendering find interesting witness account limited solely 2 account support minority viewpoint additionally innocent proven guilty mindset oj simpson charged nicoles murder explain shot brown back conveniently omit information witness state brown surrendering except 2 mentioned seen single picture injury sustained police officer brown allegedly beat actually believe picture existed would medium saying officer action motivated racism saying officer probably psychopathic tendency seems type hired police street usa great presentation highly hypocritical,1
call anarchist defend cop shooting unarmed civilian im highly disappointed beginning video referred square didnt know blunt much worse stefan youre incredibly touch evidence complete ignorance towards blackhip hop culture slang start smoking blunts listening hip hop would likely gain enlightened understanding life like lower class america,0
almost floor shaving quality cigar cmon keep sensationalism one comment video perfect well thought well put,0
thank stefan humorous tragic enlightening california,0
comment fucking ridiculous seeing video year know “ hand ’ shoot ” bullshit still tragedy let ’ keep exploiting man death good come anyway shape form,1
“ black thug ” ’ plan seattlemqrksjoin3 tf,1
said nigga way many time,0
really say trevon martin brought watermelon skittle make lean lol yo white ppl say aaannnyything make blk ppl look certain way trutheven trevon said limit nigga fuck whatkids say dumb thing time said batman lol sicken make kind excusewhy dont u talk second video tbat came 2 year mike brown situation cop said didnt think important showed mike made trade store owner robbery lol u talk corruption police medium withholding information,1
people justifying murder evil,1
injustice white kid would excuse,1
man guy nothing bunch waffling nonsense coming mouth answer question,1
merica,0
ana kasparian beautiful woman world,0
ana fuxking hot,1
johnathan gentry november 24 959pm · winner loser case heart prayer go michael brown family darren wilson family current leader seek make racial issue try divide country worker satan,0
really care much cop somebody tell dumb as girl 1600 unarmed white people every year killed black 3 week ago black cop shot unarmed white man salt lake city 50 crime committed black understand crime poverty related 2009 ad 10000 white woman raped black fbi report fuck rape poor answer nothing anyone rape someone hanged neck dead,1
hey rogan tell good cop put bad one jail,0
agree joe cop extremely difficult job many qualified handle yes lot good cop however intelligent unplugged matrix joe always claim seems completely unaware ignoring reality country corrupt prison industrial complex tie failed judicial system well racial agenda behind police brutality,1
tear gas geneva convention hahahahahahahah,1
aiming gun people saying something dont like extremely american thats america broken system,0
tear gas banned geneva convention really stupid cunt also assaulted man earlier day assaulted police officer thats violent felony add big thug tell saying unarmed shouldnt shot fucker tried take cop gun already tell would outraged thug killed cop double standard one say different stupid asthese two,1
anybody got cigar,0
always easier second guess someone cop get lot training end day still human navy seal think human make mistake unless make robot cop continue mistake made also medium play big part issue white co killed black man black cop killed black man would even make news probably need get long stop making everything race issue good citizen issue cop young man saint gentle giant said robbed store probably thing happen cop explained god people involved know exactly happened,0
thumb upped video clarify joe rogans commentary ignorance ana spews dont mean ignorant necessarily disparaging mean doesnt really understand situation,0
need able call people gun ca citizen completely disarmed north hollywood bank heist would much shorter city people havent stripped 2nd ammendment right,1
great interview,0
anna dumb as n joe rogan clue sayinganna go porn something n leave job one intelligent,1
lord omighty ana incredibly hot body perfect,0
vile cunt,1
joe rogan idiot,1
thought mezzican,0
im working poor white fear kid would profiled like whole life get searched every time get stopped record love fucking hope better kid,0
since start giving fuck joe rogan say anything didnt used make people eat bug shit he social commentator come fuck,1
finland population 5 million police force 7800 police use weapon 40 time year use weapon includes pointing weapon someone around 1015 shot fired every year police warning shotstheres approximately 12 shot fired people per year police finland many shot shot extremity death quite rare case man coming towards two police officer machete shot first leg still gripping machete waved around ground officer fired penetrating leg man later died hospital second police officer found guilty manslaughter use excessive force country 3rd gun civilian hand world 10th position death caused firearm unlike america police enjoys high amount public trust placing 5th trustworthy profession behind fireman doctor maybe could something gained american cop took pointer country police procedure instead playing cowboy edit finnish police wear blue overall resistant knife cut duty put cutresistant glove call give way deal threat httpkuvatuusisuomifisitesdefaultfilesimagecacheartikkelikuvastdkuvatvicdan0002jpg﻿ copy text wrote another tyt video issue,0
look mike brown world instrumental,0
officer pull weapon create buffer zone thing like baltimore happen,0
wish joe would gone fear factor eat fresh steaming pile shit mouth would full didnt hear worthless cunt speak,1
non lethal weapon control crowd lol love rogan discussion stupid fuck,1
cop fractured eye socket fist two shot fired bottom position inside cop car guy brought second degree murder charge,0
guess misread joe ever seen anyone put place swiftly eloquently im even sure realizes,0
hey shout thai writing shirt lol thaipride,0
love rogan tear gas geneva convention lol thats mustard gas burn rib inside vomit sorry say,0
shibby dibby ignoramus as bitch,1
cant shoot tear gas professional soldier member public country absolutely fine,1
bitch deported,1
’ easy cop “ lot friend cop ” joe ’ kind guy think everyone friend highly doubt know lot cop ’ say badge anyone navy seal shown aptitude physical prowess sjws bring lot people iq police officer much noble critic know yes bad cop like new bad people walk life michael brown went sidewalk tried force police officer world coming cop told walk side walk would run many kid want rapper act like hard nothing hard robbing people punk tragedy michael brown lost life something trivial yes black friend gone stuff never go know ’ fight cop alive making something life respect authority live,0
show title doesnt belong host name,0
jimmy dore dickhead squared,1
traffic 5 isnt bad enough,0
bear mace gas pedal,1
fucking dumbass attention whore causing problem,1
move tazed arrested,0
would eating coal could roll,1
garbage policekick jobswhat paid supposed dothey let shit protester blocking thousand people could emergencyi wouldnt surprisedwhen see videothat police like kissing themwhat idiotic law enforcement,1
police charge,0
nice lorry driver need ran fuck,1
mmh 2 year already still moronic bullshit going shit as country,1
run mdrfckrs,1
run,1
protester look like kid 1622 wonder anyone got license plate number pretty wild bunch kid could much damage infrastructure pathetically weak,0
222 piece shit business wearing even chp uniform,1
new episode snl also feel sorry thy guy 353,0
know worse late work shot killed,1
run,1
shot would ran,1
ive always good moderate understanding saw woman scrubsscrew black life matter movement hope dy,1
look dimwad policeescorting back people held upidiots,1
great footage wish news caster would shut minute police officer started talking let play outthat would much interesting hearing comment,0
drive slowly towards theyre smart theyll get way,1
truly sad people stopped roadway simply walked protestors informed 30 second going use punching bag boy girl move disband lay bitch needed ass kicked far chp even one citation written bitch cop,1
fuck peaceful gun gas human road block problem solved,1
never racist almost make one ofc dont mean get idea,0
run,1
black life matter take black ass home nothin black ass,1
im upset court ruling ur upset close whole freeway go main cause airline ticket america freedom speech active right,0
alllivesmatter,0
store owner ever get paid cigar fn innocent as kid stole,1
u job fucking loser get way,1
haha 437 big old fucking made censor,0
glad protestors affect many people give public reason hate,1
anyone stupid enough stand roadway run die improve gene pool,1
driver ran kept going,1
black able white people rush hour traffic coming home job bring lazy ass watching tv getting high fuck people providing welfare yea white people sit jury rule police brutality shooting piss im sure youre getting see side story,1
cop dont even anything wtfprotesters want break face loser nolifes,1
time id want see sniper bush start picking one one,1
fuck stupid as generation id like apologize generation agree people right protest speak etc love god ’ mess people ’ anything get petition signed write government got ta fuck everyone ’ day,1
people road goddamn kid,0
wouldve brought ar15 wouldve done job dont care went jail nog would deserve,1
get job,1
proving blocking road,0
driver shouldve pounded,1
cop make money arresting people easy money tazing macing hurting grab cuff huge safety violation right,0
useless people standing middle road screaming useless shit,1
rich brat,1
didnt police job arrest idiot blocking public road ridiculous people arrested ran stupid freeway,1
well bring tear gas beanbag round rubber bullet,1
monkey screamin bout honky intensifies,1
fuck time freeway,0
warning round gatling gun clear freeway instant,1
omg dumbass protester preventing cop job whining really really hate people protest like edit look ugly as black girl big eye,1
gotten fire dept fire truck blast water jet theyd get,1
liberal nonsense,1
’ believe people really believe leading kind revolution,0
would really love see car snow plow drive straight protester,1
fucking commie didnt even know happened,1
need arrest protester soon start blocking traffic driver saw starting block road wouldnt stop em,1
anyone else pissed ended let walk big deal crap pulled one got pepper sprayed,1
idiot,1
’ care protesting one run punk as ’ hope get run tf,1
black life splatter,1
id walk right past cop pepper spray boy cant wait free pas beat protester as,1
law wont prosecuted run people blocking street sure know go winning people cause lol,1
accelerate go fast enough one able film plate time,1
need shoot racist fucktards,1
white racist always comment section im glad white exterminated another 100 year white peace earth,1
get pay protest ask protesting idea flow along mean would run fuck system u cant arrest drive thru arrest thats fuck system america ok voice right right block traffic,1
weak display law enforcement,1
let relax slowly grab 12 gauge,0
run motherfucker,1
talk get fucker road period would run let sue,1
plow get way,1
would get car start burnouts face either move get smoked,1
run,1
fuck thes cop pussy,1
california stupid arrest charge driver need get work feed family,1
hope fucker get slammed major fine fucking idiot,1
one mustang needed situation lol💀💀,1
ran everyone,1
id pop couple shot air watch scatter like roach light turn,1
someone taken one team plowed right,1
